time,flux
630.2155259636347,275614.03125
630.2359592759749,275586.9375
630.2563923880807,275609.71875
630.27682560018,275600.96875
630.2972589120545,275597.875
630.3176920236947,275597.03125
630.3381252353283,275610.8125
630.3585585465044,275568.25
630.3789916579117,275590.34375
630.3994248688468,275572.65625
630.4402913904923,275562.28125
630.4607245009684,275558.28125
630.481157811213,275568.625
630.501591021457,275577.5625
630.5220241314601,275540.84375
630.5424574412391,275558.625
630.5628905510166,275576.34375
630.5833238605555,275579.75
630.6037570698682,275552.65625
630.62419017918,275535.90625
630.6446234880204,275545.625
630.6650566971002,275554.28125
630.6854898057136,275553.0
630.7059231140884,275481.5625
630.7263563224697,275558.875
630.7467894308502,275554.15625
630.7672227387593,275528.96875
630.7876559466749,275504.15625
630.808089054357,275524.53125
630.8285223618004,275511.8125
630.8489555692504,275573.0
630.8693887764675,275556.09375
630.8898219834446,275565.75
630.910255190196,275535.09375
630.930688496941,275493.5625
630.9511216034589,275533.40625
630.9715548099775,275565.09375
630.991988116024,275516.375
631.012421322077,275524.28125
631.0328544278964,275547.59375
631.05328773371,275540.09375
631.0737209392973,275523.46875
631.0941540446511,275539.4375
631.1145873497662,275558.0625
631.1350205548879,275536.96875
631.155453659776,275551.5625
631.1758869644254,275508.6875
631.1963200688479,275514.3125
631.2167533732718,275515.34375
631.2371865774548,275526.15625
631.2576196816444,275509.59375
631.2780529853699,275543.78125
631.2984861890873,275517.90625
631.3189192925784,275527.375
631.339352596071,275544.03125
631.3597857993227,275543.8125
631.3802190023489,275602.8125
631.4006522051423,275561.375
631.4210854079283,275573.875
631.4415186104889,275529.34375
631.4619518128166,275552.75
631.482385015137,275510.6875
631.5028183172326,275543.03125
631.5232515190874,275532.53125
631.5436846207158,275530.0
631.5641179223458,275501.46875
631.5845511237421,275510.96875
631.6049842248976,275533.96875
631.6254175260619,275518.4375
631.6458507269854,275517.5
631.6662838276825,275518.84375
631.6867171281483,275578.5
631.7071503286134,275527.59375
631.7275834288375,275511.96875
631.7480167290705,275548.875
631.7684499288298,275517.84375
631.7888832285971,275551.78125
631.8093163281301,275511.5625
631.8297495276638,275530.53125
631.8501827269574,275492.59375
631.8706159260255,275485.90625
631.8910491248535,275530.0625
631.9114823236887,275514.40625
631.9319155222911,275498.40625
631.9523487206607,275538.125
631.972781919023,275513.0625
631.9932151171597,275521.4375
632.0136483150563,275572.25
632.034081612961,275519.0625
632.0545147103985,275525.9375
632.0749479078368,275527.6875
632.0953812052685,275499.1875
632.1158143024732,275492.8125
632.1362475994392,275515.09375
632.156680796179,275530.15625
632.1771138926852,275497.90625
632.1975471891856,275507.90625
632.2179803854597,275523.71875
632.2588467777678,275512.15625
632.2792799735762,275507.46875
632.299713069151,275496.71875
632.3201463647201,275513.34375
632.3405795600629,275483.625
632.3610127551729,275475.21875
632.3814459500427,275519.03125
632.4018791449198,275465.875
632.4223124395648,275487.4375
632.4427455342011,275479.21875
632.4631787286125,275473.53125
632.4836120227919,275494.59375
632.5040452167304,275502.8125
632.5244783106755,275488.78125
632.5449116043892,275505.625
632.565344797862,275507.15625
632.5857778911086,275477.15625
632.6062111843567,275441.96875
632.6266442773631,275474.75
632.6470774703776,275475.59375
632.66751076316,275442.46875
632.6879438557007,275449.78125
632.7083771480175,275441.1875
632.7288103403334,275457.625
632.7492434324085,275427.96875
632.7696767242596,275451.34375
632.7901099158771,275459.28125
632.8105430074866,275465.1875
632.8309762991048,275427.65625
632.8514094902566,275447.09375
632.8718426814012,275420.625
632.8922758723202,275414.5
632.9127090630063,275445.84375
632.9331422536852,275433.3125
632.9535754441386,275443.46875
632.974008634359,275429.90625
632.994441924573,275409.1875
633.0148751145607,275399.09375
633.0353082043148,275396.3125
633.0557414938303,275396.46875
633.0761746833523,275392.8125
633.0966077726407,275394.25
633.1170410619234,275450.78125
633.1374742509797,275401.25
633.1579073398025,275415.90625
633.1783406283866,275404.90625
633.1987738169773,275398.8125
633.2192069053344,275378.875
633.2396401934529,275413.9375
633.2600732813444,275426.0625
633.2805065692373,275398.1875
633.3009397568894,275427.28125
633.321372844548,275382.90625
633.341806131968,275377.4375
633.3622393191617,275373.21875
633.3826725061226,275355.59375
633.4031056930835,275370.125
633.4235388798043,275382.125
633.4439720662995,275357.3125
633.4644052527874,275374.40625
633.4848384390498,275357.53125
633.5052716250793,275383.59375
633.5257049111024,275358.65625
633.5461379968983,275362.78125
633.566571282463,275355.25
633.5870044677868,275374.625
633.607437553117,275334.9375
633.627870838216,275361.46875
633.648304023307,275363.5
633.6687371081716,275251.125
633.689170392805,275337.96875
633.7096035771974,275284.125
633.7300366615964,275346.5
633.750469945764,275348.65625
633.7709031296909,275319.25
633.7913362136242,275307.125
633.8117694973262,275325.53125
633.8322026807873,275311.75
633.8526359640236,275361.40625
633.8730690472585,275349.21875
633.893502230254,275346.78125
633.9139354132567,275320.75
633.9343685960266,275329.25
633.9548017785564,275324.0625
633.9752349608607,275347.90625
633.995668143165,275301.90625
634.0161013252291,275333.03125
634.0365345070677,275322.75
634.0569676889063,275296.0625
634.0774008705048,275307.4375
634.0978341518785,275271.21875
634.1182672332507,275255.1875
634.1387005143843,275242.375
634.1591336952915,275233.28125
634.179566776198,275288.9375
634.200000056866,275282.21875
634.2204332373076,275291.3125
634.2408663175156,275289.375
634.2612995977179,275285.28125
634.2817327776938,275239.53125
634.302165857669,275232.9375
634.3225991371728,275282.625
634.3430323169159,275218.625
634.3634654961934,275208.5625
634.3838986754636,275282.65625
634.4043318545082,275255.78125
634.4247651333135,275255.96875
634.4451982121245,275223.875
634.4656313907035,275238.40625
634.4860646690431,275230.125
634.5064977473885,275211.40625
634.5269309255018,275177.875
634.5473642033758,275209.0
634.5677972812555,275172.9375
634.5882304586703,275216.125
634.6086637363114,275219.28125
634.6290968134927,275226.34375
634.6495299906746,275223.90625
634.6699632676173,275198.84375
634.6903963445657,275193.875
634.7108296212828,275180.28125
634.731262797759,275150.625
634.7516958740089,275185.4375
634.7721291502603,275209.8125
634.7925623262709,275174.84375
634.8129954022879,275198.25
634.8334286778409,275195.28125
634.8538618533858,275191.375
634.8742949289372,275207.78125
634.8947282040244,275174.15625
634.9151613791037,275203.28125
634.9355945541902,275206.25
634.956027728811,275174.84375
634.9764609036574,275156.28125
634.9968941780462,275174.53125
635.0173273522014,275176.25
635.0377604263485,275180.0625
635.0581937005045,275186.59375
635.078626874194,275180.6875
635.0990599478755,275185.59375
635.1194932215658,275148.75
635.1399263947897,275190.90625
635.1603594680055,275181.71875
635.1807927409973,275193.84375
635.2012258139875,275165.46875
635.2420922592646,275142.375
635.2625253315564,275142.65625
635.2829586038424,275135.8125
635.303391776135,275131.5625
635.3238248479611,275117.0
635.3442581197814,275119.75
635.3646912913755,275120.0
635.3851243629688,275104.875
635.4055576340907,275095.8125
635.4259908054519,275129.1875
635.4464239763474,275089.84375
635.4668571472357,275124.4375
635.4872903178984,275132.21875
635.5077234883283,275113.03125
635.528156658751,275124.875
635.548589828948,275125.5625
635.5690230991459,275116.5
635.5894562691028,275084.34375
635.6098893388335,275109.21875
635.6303226083255,275130.5625
635.6507557778241,275109.6875
635.6711888470891,275088.4375
635.6916221161227,275110.0
635.7120552851484,275077.75
635.7324883539477,275114.96875
635.7529216227413,275132.1875
635.7733547910757,275135.1875
635.7937878594093,275079.65625
635.8142211277445,275144.46875
635.834654295606,275121.90625
635.8550874634748,275095.375
635.8755206313363,275112.21875
635.8959537989722,275131.03125
635.9163869663753,275107.875
635.9368201335456,275138.78125
635.9572533007085,275119.375
635.977686467646,275106.0625
635.9981196343433,275135.75
636.0185528010479,275091.03125
636.0389859675197,275117.8125
636.0594191337514,275129.8125
