time,flux
131.5124040118826,10180609.0
131.53283857288625,10013518.0
131.55327303378,9852474.0
131.57370739454927,9722936.0
131.5941418553266,9717073.0
131.61457641598827,9854102.0
131.635010776532,9854243.0
131.65544523706922,9622330.0
131.67587979749806,9355803.0
131.69631425780244,9357562.0
131.71674861811334,10380713.0
131.7371830783086,13893496.0
131.75761763849732,18326582.0
131.7780519985754,19319686.0
131.7984864585378,18734832.0
131.8189210184937,17301278.0
131.83935537833895,16076235.0
131.85978983806854,15202112.0
131.88022429779085,14488517.0
131.90065875740402,13815361.0
131.92109321690077,13192784.0
131.94152767639025,12636874.0
131.9619621357706,12126208.0
131.98239659515093,11649536.0
132.00283105440758,11204857.0
132.02326541355433,10798165.0
132.04369997258618,10442982.0
132.06413443161,10143038.0
132.08456879052392,9899698.0
132.1050032494386,9706481.0
132.12543780823034,9568728.0
132.14587216691143,9519913.0
132.16630662559328,9559458.0
132.1867411841522,9625522.0
132.2071756426012,9706698.0
132.22761000104947,9697021.0
132.24804445938207,9615917.0
132.26847901759174,9776921.0
132.28891337580717,11251466.0
132.30934783389966,15794090.0
132.32978239188378,19079044.0
132.35021674986638,19030312.0
132.37065120773332,17708746.0
132.39108566547657,16490625.0
132.4115201232271,15551086.0
132.43195458085393,14793874.0
132.45238903837162,14156721.0
132.47282359589008,13582127.0
132.4932579532906,13046078.0
132.5136924106846,12531896.0
132.53412676785229,11992341.0
132.55456132501422,11583189.0
132.57499578218267,11159864.0
132.59543013911752,10789197.0
132.6158646960539,10482493.0
132.63629915298225,10241215.0
132.65673360968503,10055041.0
132.67716796638706,9889936.0
132.69760252308333,9798010.0
132.7180369795533,9741345.0
132.73847133602249,9820063.0
132.75890589248593,9928393.0
132.77934034872305,9795334.0
132.79977470495942,9548420.0
132.82020916107285,9405717.0
132.84064371719433,9940192.0
132.86107807319786,12085604.0
132.88151252907846,16615061.0
132.9019470849671,19441948.0
132.9223814407378,19082826.0
132.94281589638558,17747216.0
132.96325035192422,16418337.0
132.9836849074636,15540871.0
133.0041192628778,14785695.0
133.0245537183,14088234.0
133.0449881734894,13429346.0
133.0654226286715,12837176.0
133.0858570838609,12298920.0
133.10629153881746,11750299.0
133.12672599376674,11356683.0
133.1471604487233,10940017.0
133.16759490344702,10567313.0
133.18802935816348,10218913.0
133.20846391277155,9984375.0
133.2288982673781,9779230.0
133.24933272186172,9624332.0
133.2697671762362,9537027.0
133.29020163049427,9578783.0
133.31063608474506,9690346.0
133.33107043888594,9727266.0
133.35150499291194,9704049.0
133.3719394469299,9661433.0
133.39237390083872,9709877.0
133.41280835463112,10769284.0
133.43324280829984,13773881.0
133.45367726197583,17862690.0
133.47411161553464,19005674.0
133.49454616897128,18183542.0
133.51498062241444,16859938.0
133.53541497574042,15844901.0
133.55584952894424,15075097.0
133.57628398215456,14434266.0
133.59671833524772,13851170.0
133.61715278821794,13303875.0
133.63758734107978,12781700.0
133.6580217939336,12278942.0
133.6784561466775,11806982.0
133.6988906993065,11371791.0
133.71932515193475,10979696.0
133.73975950443855,10642475.0
133.76019395683397,10333497.0
133.78062850910646,10169430.0
133.8010628613847,10022504.0
133.8214973135473,9918032.0
133.84193176559347,9835965.0
133.86236621751596,9792565.0
133.88280066944571,9863535.0
133.90323512125906,9893238.0
133.92366957306513,9703412.0
133.94410402464564,9456964.0
133.96453847622615,9581390.0
133.9849728276822,10968973.0
134.00540737914707,15256216.0
134.02584183049476,19286964.0
134.046276181718,19410552.0
134.0667107328336,18186720.0
134.08714518383204,16820750.0
134.10757953482243,15728172.0
134.12801398570446,14935138.0
134.14844853658724,14225418.0
134.16888298722915,13567921.0
134.18931733787758,12977368.0
